Sample.ID,Start.Weight,Weight_g,Delta.Weight.FC,Fat.mass_g,Lean.mass_g,Pre.blood.value,Post.blood.value,Insulin_pre_ng.mL,GIP_pre_pg.mL,Glucagon_pre_ng.mL.,Leptin_pre_ng.mL,Resistin_pre_ng.mL,Insulin_post_ng.mL,GIP_post_pg.mL,Glucagon_post_ng.mL,Leptin_post_ng.mL,Resistin_post_ng.mL,Log10.Pre.blood.value,Log10.Post.blood.value,Log10.Insulin_pre_ng.mL,Log10.Insulin_post_ng.mL,Log10.GIP_pre_pg.mL,Log10.GIP_post_pg.mL,Log10.Glucagon_pre_ng.mL.,Log10.Glucagon_post_ng.mL,Sqrt.Leptin_pre_ng.mL,Sqrt.Leptin_post_ng.mL,Sqrt.Resistin_pre_ng.mL,Sqrt.Resistin_post_ng.mL,Glucose.FC,Insulin.FC,GIP.FC,Glucagon.FC,Leptin.FC,Resistin.FC,Log10.Glucose.FC,Log10.Insulin_FC,Log10.GIP_FC,Log10.Glucagon_FC,Log10.Leptin_FC,Log10.Resistin_FC
139RN,26.68,37.8,1.416791604,8.85,26.16,208,259,1.39812,34.43,0.0791,7.0864,16.94723,2.67003,95.45,0.10261,9.64523,17.79326,5.33753808,5.556828062,0.335128477,0.982089708,3.538928277,4.55860255,-2.537042404,-2.276819885,2.662029301,3.10567706,4.116701349,4.21820578,35.748662,1.909728779,2.772291606,1.29721871,1.361090257,1.049921433,0.095236429,0.646961231,1.019674273,0.260222519,0.308286038,0.048715336
140NN,36.68,46.6,1.27044711,8.96,34.15,206,206,5.76855,207.85,0.15449,11.01561,20.21991,4.7808,59.01,0.04805,8.50314,15.69205,5.327876169,5.327876169,1.752420749,1.564607897,5.336816666,4.077706921,-1.86762591,-3.035513144,3.318977252,2.916014403,4.496655424,3.961319225,12.34312249,0.828769795,0.283906663,0.311023367,0.771917306,0.776069231,0,-0.187812852,-1.259109746,-1.167887235,-0.258877851,-0.253513548
140RN,27.12,47.08,1.735988201,14.69,29.65,242,225,6.7805,37.11,0.05871,1.58257,23.1973,7.68693,42.12,0.10116,10.60546,14.93702,5.488937726,5.416100402,1.914050846,2.039521484,3.613886475,3.740522687,-2.835145209,-2.291051857,1.258002385,3.256602524,4.816357545,3.864844111,5.47943067,1.133681882,1.135004042,1.723045478,6.701416051,0.643912007,-0.031632848,0.125470639,0.126636212,0.544093352,1.902318855,-0.440193197
141RN,29.12,58.5,2.008928571,20.92,33.21,346,313,5.10537,4.53,0.18919,6.72854,17.16424,5.93032,117.1,0.05293,14.82252,21.05495,5.846438775,5.746203191,1.630292927,1.780078174,1.510721939,4.763028271,-1.665003478,-2.938784993,2.593942945,3.850002597,4.142974777,4.588567315,19.74598335,1.161584763,25.84988962,0.279771658,2.202932583,1.226675344,-0.043531761,0.149785248,3.252306331,-1.273781516,0.789789465,0.204307537
142NN,33.8,37.7,1.115384615,10.07,25.33,275,246,5.12295,57.42,0.18056,10.82135,26.20737,5.2521,74.09,0.01441,11.72437,28.56288,5.616771098,5.505331536,1.633730445,1.658627997,4.050392675,4.30528057,-1.711692146,-4.239832869,3.28958204,3.42408674,5.119313431,5.344425133,14.10673826,1.025210084,1.290316963,0.079807266,1.083447999,1.089879679,-0.048397587,0.024897552,0.254887896,-2.528140726,0.080148547,0.086067304
142RN,33.87,53.1,1.567759079,17.62,32.08,300,290,2.62402,12.27,0.03715,10.99196,2.81986,3.455,97.91,0.21737,10.67276,7.37025,5.703782475,5.669880923,0.964707493,1.239822457,2.507157259,4.584048689,-3.292791508,-1.526154308,3.315412493,3.266919038,1.679243877,2.714820436,28.33863965,1.316682037,7.979625102,5.851144011,0.970960593,2.613693588,-0.014723257,0.275114964,2.076891431,1.7666372,-0.029469395,0.960764389
143NN,26.68,49,1.836581709,17.44,28.31,236,273,5.15293,90.29,0.11217,9.40517,8.99381,2.3661,142.71,0.19442,6.27633,3.86723,5.463831805,5.609471795,1.639565485,0.86124303,4.503026712,4.960814599,-2.187739701,-1.637734512,3.066784961,2.505260466,2.998968156,1.966527396,60.31444149,0.459175653,1.580573707,1.733262013,0.667327651,0.429987958,0.063250644,-0.778322456,0.457787887,0.55000519,-0.404474123,-0.843998075
143RN,29.02,45.5,1.567884218,12.21,30.32,239,338,2.57158,82.43,0.07088,8.12786,10.02541,4.82447,74.09,0.23249,12.89209,19.64733,5.476463552,5.823045895,0.944520496,1.573700884,4.411949448,4.30528057,-2.646766973,-1.458908066,2.850940196,3.590555667,3.166292785,4.43253088,15.35712731,1.876072298,0.898823244,3.28005079,1.586160441,1.959753267,0.150518799,0.629180388,-0.106668878,1.187858907,0.461316279,0.672818581
144RN,26.69,57.4,2.150618209,28.96,25.05,264,299,6.63717,65.26,0.01441,7.49845,8.8243,5.88704,120.54,0.09354,21.9973,14.04374,5.575949103,5.700443573,1.892685668,1.772753325,4.178379291,4.791981648,-4.239832869,-2.369366127,2.738329783,4.69012793,2.970572335,3.747497832,20.47548513,0.886980445,1.847073245,6.491325468,2.933579606,1.591484877,0.054067261,-0.119932343,0.613602357,1.870466742,1.076223386,0.464667465
145NN,22.08,37,1.675724638,10.83,23.88,194,247,3.83849,54.36,0.01441,5.8083,6.73761,5.41099,91.03,0.01441,5.36933,5.10664,5.267858159,5.509388337,1.34507906,1.688432071,3.995628589,4.511189123,-4.239832869,-4.239832869,2.410041493,2.317181478,2.59569066,2.259787601,16.82316914,1.409666301,1.674576895,1,0.92442367,0.757930483,0.104895223,0.34335301,0.515560533,0,-0.078584795,-0.277163609
145RN,30,48.5,1.616666667,15.1,30.1,302,309,5.00809,83.91,0.11631,7.58051,5.53836,2.86058,41.75,0.11184,5.87763,2.52191,5.710427017,5.733341277,1.611054605,1.051024401,4.429744796,3.731699451,-2.151496239,-2.190686,2.753272598,2.424382396,2.353372049,1.588052266,14.59494228,0.571191812,0.497556906,0.961568223,0.775360761,0.455353209,0.009951536,-0.560030203,-0.698045345,-0.039189762,-0.25442686,-0.786681878
146NN,32.08,57.1,1.779925187,22.97,30.76,230,251,3.89988,33.45,0.01441,10.95073,20.08326,2.404,33.45,0.18698,8.37003,7.91999,5.438079309,5.525452939,1.360945783,0.877134017,3.510051787,3.510051787,-4.239832869,-1.67675362,3.309188722,2.893100413,4.481435038,2.814247679,13.91430948,0.616429223,1,12.97571131,0.764335346,0.394357789,0.037945885,-0.483811768,0,2.563079249,-0.268748652,-0.930496688
146RN,26.33,45.4,1.724268895,17.7,24.67,221,309,2.51623,42,0.35877,11.09286,17.35911,4.92725,56.56,0.21353,11.14671,13.19817,5.398162702,5.733341277,0.92276175,1.594781023,3.737669618,4.035302022,-1.025073764,-1.543977941,3.330594542,3.338668896,4.166426526,3.632928571,11.47901974,1.958187447,1.346666667,0.595172395,1.004854474,0.760302227,0.145566206,0.672019273,0.297632404,-0.518904176,0.004842729,-0.274039258
147NN,27,50.3,1.862962963,15.89,31.94,275,262,6.29038,63.67,0.15242,9.9053,11.02196,12.13016,45.67,0.0675,13.09394,11.25847,5.616771098,5.568344504,1.839021482,2.495694913,4.153713494,3.821441627,-1.881115411,-2.695627681,3.147268657,3.61855496,3.319933734,3.355364362,3.76499568,1.928366808,0.717292288,0.442855268,1.321912511,1.021458071,-0.021031403,0.656673431,-0.332271867,-0.814512271,0.27907956,0.021231088
147RN,21.48,33.6,1.56424581,7.21,24.37,285,253,0.87828,61.09,0.01441,4.09352,10.23408,0.88271,64.65,0.07033,2.51927,5.26905,5.65248918,5.533389489,-0.12978983,-0.124758558,4.112348187,4.168988105,-4.239832869,-2.654556829,2.023244918,1.587220842,3.199074866,2.295441134,73.24036207,1.00504395,1.058274677,4.880638446,0.615428775,0.514853314,-0.051724339,0.005031272,0.056639919,1.58527604,-0.485436059,-0.663873246
148NN,28.38,50.6,1.782945736,14.39,33.01,304,236,6.22118,86.61,0.11217,7.87791,7.67496,3.33589,187.11,0.12755,7.90178,3.91044,5.717027701,5.463831805,1.827959599,1.20473951,4.461415282,5.231696679,-2.187739701,-2.059246834,2.806761479,2.811010494,2.770371816,1.977483249,56.08997899,0.536214995,2.160374091,1.13711331,1.003029991,0.509506238,-0.109961581,-0.623220088,0.770281397,0.128492867,0.00302541,-0.674313183
148RN,28.58,38.23,1.337648705,8.25,27.98,255,274,0.79819,53.25,0.07304,2.51248,4.97985,1.03754,9.73,0.08557,1.92513,3.24032,5.541263545,5.613128106,-0.225408615,0.036852527,3.974997805,2.275213896,-2.616748043,-2.458420525,1.58508044,1.387490541,2.231557752,1.800088887,9.377951693,1.299865947,0.182723005,1.171549836,0.766226995,0.650686266,0.031210382,0.262261141,-1.699783907,0.158327518,-0.266276815,-0.429727679
149NN,27.98,49.5,1.769120801,17.3,30.33,256,206,15.70254,148.62,0.22832,15.75455,23.55442,14.42203,196.12,0.07088,14.16752,30.43855,5.545177444,5.327876169,2.753822483,2.668756899,5.001392713,5.278726717,-1.477007125,-2.646766973,3.969200171,3.763976621,4.853289606,5.517114282,13.59864041,0.918452047,1.319607052,0.310441486,0.899265292,1.292264891,-0.094372745,-0.085065584,0.277334004,-1.169759846,-0.106177191,0.256396408
149RN,28.62,52.2,1.823899371,17.09,32.06,175,227,11.0155,213.56,0.20436,31.22333,44.57816,7.97615,141.32,0.20805,28.45954,35.67355,5.164785974,5.424950017,2.399303372,2.076455839,5.363917824,4.951026822,-1.587872135,-1.569976844,5.587783997,5.334748354,6.676687802,5.97273388,17.71782125,0.724084245,0.661734407,1.018056371,0.911483176,0.800247251,0.112987809,-0.322847533,-0.412891001,0.017895291,-0.092682143,-0.222834535
150NN,25.13,40.8,1.623557501,8.85,29.12,240,216,3.62495,85.48,0.12816,9.53914,31.05916,1.82407,80.65,0.15517,5.87733,21.9134,5.480638923,5.375278408,1.287840495,0.601070268,4.44828243,4.390118805,-2.054475796,-1.863233989,3.088549822,2.424320523,5.573074555,4.681175066,44.21431195,0.503198665,0.943495555,1.210752185,0.616127869,0.705537432,-0.045757491,-0.686770227,-0.058163625,0.191241807,-0.484300757,-0.348795452
150RN,29.34,58.82,2.004771643,21.07,33.68,352,286,6.20471,214.76,0.07292,8.18602,18.09105,3.2235,140.65,0.15822,14.92237,15.64755,5.863631176,5.655991811,1.825308681,1.170467726,5.369521126,4.946274535,-2.618392329,-1.843768809,2.861122157,3.862948356,4.253357497,3.955698421,43.63269738,0.519524684,0.654917117,2.169775096,1.822909057,0.864933213,-0.09017663,-0.654840955,-0.42324659,0.77462352,0.600433608,-0.145102985
151NN,32.24,46.8,1.451612903,14.4,29.22,225,247,3.48156,82.31,0.07409,9.7519,5.63104,2.44665,4.53,0.0675,5.80463,1.98731,5.416100402,5.509388337,1.247480469,0.894719742,4.410492607,1.510721939,-2.602474709,-2.695627681,3.122803228,2.409279975,2.372981247,1.40971983,1.85151125,0.702745321,0.05503584,0.911054123,0.595230673,0.352920597,0.040514435,-0.352760727,-2.89977067,-0.093152973,-0.518806263,-1.041512185
